offset,c,c#,d,d#,e,f,f#,g,g#,a,a#,b,tonic,is_major,numeral,chord_tonality
126.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.666667,0.0,0.0,D,True,#IVdim,Diminished
127.0,0.0,0.066667,0.2,0.0,0.116667,0.083333,0.0,0.066667,0.0,0.466667,0.0,0.0,D,True,I,Major
128.5,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,D,True,V7,Dominant seventh
129.0,0.0,0.0,0.285714,0.0,0.0,0.428571,0.0,0.0,0.0,0.285714,0.0,0.0,D,True,I,Major
129.75,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,D,False,I,Minor
130.5,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,D,False,V+,Major
131.0,0.0,0.096774,0.225806,0.0,0.0,0.225806,0.0,0.096774,0.0,0.258065,0.096774,0.0,D,False,I,Minor
131.75,0.0,0.027027,0.459459,0.0,0.027027,0.216216,0.0,0.027027,0.0,0.216216,0.027027,0.0,D,False,IV,Minor
132.75,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,D,False,I,Minor
133.5,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,D,False,V+7,Dominant seventh
134.0,0.0,0.0,0.454545,0.0,0.0,0.272727,0.0,0.0,0.0,0.272727,0.0,0.0,D,False,I,Minor
135.5,0.023633,0.020459,0.258554,0.001411,0.079541,0.104938,0.061728,0.067019,0.01552,0.288183,0.049383,0.02963,D,False,V+7,Dominant seventh
